0,"oh vacations , i'm so sad beacause i can't see my friends for 3 weeks"
0,last day of badminton today
1,USER nope as haven't done theory yet  but paid for it so should get a date for that soon.
1,"USER I'm 32-- I hope by 33, I'll be decent"
1,went to the malland bought a cute black school bag
0,"On my bike and off to walk Jake, Kula and Shadow. It's 10 to 7 & hot already."
1,Is wondering how many people form Poland are working in Tieto Czech
0,"USER Wow your counter IS really messed up it was just at 216,360, and it went back down to 216,167 in a matter of minutes."
1,"USER oooh, yummy, it'd be just like being 6 all over again"
0,USER URL - i want sommmme! guhh! freakin californiaa wont lemme have any!
0,I have to go hit the treadmill now.....but I'm too busy watching 'The Stephen Colbert Report'
0,Gotta get ready for work  ...... I think I'm gonna get some homework done while at work
0,And I'm freezing - door got to be open as I filled the place with toxic burning plastic fumes
1,USER URL -  I love this pic. I love your hair  x
0,im back from the doctors and have no blood left!!  Looking forward to USER finishing work to look after me!!
1,USER Thanks for the follow Matt! All the best!
1,USER Thats what she said!
1,URL - Take an look down in the agency and waiting again
1,About to board...
0,I hate borrowing money
1,"Hah, just realized, with less than 90 minutes to go, that today was my 1 year anniversary at my new job in CA - Yay! me"
0,"USER had a bad day, craving tantrums. Hoping it's just the odd day, and doesn't progressively worsen day by day"
0,USER
1,"Epiphany : Every base is base 10.  (Not mine, of course, but its so brilliant!)"
1,USER did theu serve moose burgers? Mmmm
1,USER the 360's Project: Natal is going to take gaming to a new level  Totally blown away
0,is feeling rather unwell - my head feels like its going to burst with all the information inside of it
1,"USER oh my child, you speak to one who KNOWS the way of the zombie  I've seen them all 100 times. No more, no less."
1,"what a splendid night in... thai food, a great movie, and a heavy storm outside my bedroom window.. mm"
1,"I Love The Way It Feels Outside Tonight Man, The Quiet, IDK Theres Something About Today That Was SO Tranquil To Me, Welp Goodnight Twits"
1,USER hahah i willlllllll
0,"USER it's a good sized family room, so not too cramped, watched match in room  Watched tv on iplayer after kids asleep"
0,USER  what have they cocked up on now?
0,Why isn't my air conditioning working  I feel like I am melting!
0,Sushiii ; then drinkin some brews w/dimi before she leaves me
1,managed another 2 mile riun this morning b4 the kids got up for school  Gonna spend the rest of the day relaxing
1,I want him to put it on me....
1,Watching 'The Nanny Diaries'...and hoping the new family is going to be nothing like the one in the movie.
1,USER Maybe they're buying you a present. Or maybe they're buying ME a present!
1,my pretty new dress  URL
1,linked   and i really do not mind at all.
1,USER G'night chica.
1,Happy Easter friends and family (who go by the Eastern calender!)
0,I'm bored as hell maybe I'm just at the wrong place
0,OMG! Too many deadlines to meet
0,USER USER u guys like never went swimming when i was there  especially brian.
